Gare d'entrée	Gare de sortie	Distance	Catégorie 1	Catégorie 2	Catégorie 3	Catégorie 4	Catégorie 5
AMBERIEU	VILLENEUVE-DONDAGRE	356,71	28,5	44,9	70,6	96,3	17,2
AMBERIEU	VIRIAT	32,17	3,5	5,4	7,7	10,9	1,7
AMBERIEU	VIRY	100,51	12,4	20,4	31,8	42,7	7,7
AMBERIEU	VOIE SACREE	513,45	43,6	65,1	106,8	147,6	26,4
AMBERIEU	VULAINES	387,96	30,9	45,8	77,7	107,2	18,5
AMBERIEU	VULCANIA BROMONT	755,12	77,8	118,8	188,8	252,1	44,4
AMBOISE CH.RENAULT	AMBERIEU	539,81	58,4	88,1	140,3	187,7	33
AMBOISE CH.RENAULT	ARLAY	480,32	53,4	80,7	130,3	173,1	29,8
AMBOISE CH.RENAULT	AUXERRE NORD	237,82	34,1	50,2	81,2	106,1	18
AMBOISE CH.RENAULT	AUXERRE SUD	249,52	34,1	50,2	81,2	106,1	18
AMBOISE CH.RENAULT	AVALLON	293,62	37,6	55,9	90,8	119,7	20,7
AMBOISE CH.RENAULT	BALAN	563,84	59,3	89,7	142,7	190,7	33,6
AMBOISE CH.RENAULT	BAUME-LES-DAMES	520,32	56,2	85	135,9	182	31,8
AMBOISE CH.RENAULT	BEAUNE NORD	385,27	45,1	67,8	108,9	143,8	25
AMBOISE CH.RENAULT	BEAUNE SUD	391,02	46,2	69,2	111,1	147,4	25,6
AMBOISE CH.RENAULT	BEAUPONT	524,02	56,4	85,3	137,3	183,2	31,9
AMBOISE CH.RENAULT	BEAUREPAIRE	495,72	54,5	82,3	132,2	177,1	30,5
AMBOISE CH.RENAULT	BELLEVILLE S/SAONE	496,72	54,6	82,2	130,9	174,9	30,5
AMBOISE CH.RENAULT	BERSAILLIN	475,73	53,2	79,6	129	171,7	29,7
AMBOISE CH.RENAULT	BESANCON EST	501,24	53,6	81,7	131,1	175,6	30,3
AMBOISE CH.RENAULT	BESANCON NORD	486,62	53,6	80,7	129,7	173	29,9
AMBOISE CH.RENAULT	BESANCON OUEST	477,22	53,6	80,3	129,2	172	29,8
AMBOISE CH.RENAULT	BEYNOST	578	61,5	93,3	148,1	198,6	35,1
AMBOISE CH.RENAULT	BIERRE-LES-SEMUR	319,52	39,4	58,3	94,8	125,2	21,5
AMBOISE CH.RENAULT	BOURG NORD	497,61	54,8	82,6	131,1	175,6	30,9
AMBOISE CH.RENAULT	BOURG SUD	518,04	55,9	84,7	134,8	180,1	31,9
AMBOISE CH.RENAULT	BULGNEVILLE	451,07	49	73,2	117,1	156,7	27
AMBOISE CH.RENAULT	CHALON NORD	413,12	48,4	72,6	115,5	153,8	26,8
AMBOISE CH.RENAULT	CHALON SUD	419,32	48,4	72,6	115,5	154,1	26,8
AMBOISE CH.RENAULT	CHATENOIS	461,22	49,3	73,9	118,5	158,4	27,5
AMBOISE CH.RENAULT	CHATILLON-LABORDE	274,44	36,9	54,7	88	116	20,1
AMBOISE CH.RENAULT	CHAUMONT-SEMOUTIERS	368,69	42,6	63,5	102,7	136,4	23,3
AMBOISE CH.RENAULT	CHOISEY	442,43	50,4	75,7	121,5	161,9	28
AMBOISE CH.RENAULT	CLERMONT-BARRIERE	380,38	36,4	57,3	89,4	121,1	21,8
AMBOISE CH.RENAULT	COLOMBEY-LES-BELLES	489,92	51,8	77,4	124,2	166,9	28,6
AMBOISE CH.RENAULT	COMBRONDE	343,16	32,1	50,3	78,9	106,4	19,4
AMBOISE CH.RENAULT	COURTENAY	195,51	30	44	71,7	93	15,8
AMBOISE CH.RENAULT	DIJON SUD	420,92	48,6	73	116,7	155,2	26,9
AMBOISE CH.RENAULT	DIJON-ARC S/TILLE	436,08	50	75,2	120,1	159,8	27,8
AMBOISE CH.RENAULT	DIJON-CRIMOLOIS	468,42	49,2	73,6	118,9	157,5	27,5
AMBOISE CH.RENAULT	DOLE	444,62	50,4	75,7	121,5	161,9	28
AMBOISE CH.RENAULT	FEILLENS	472,7	52,4	79,5	127	169,6	29,6
AMBOISE CH.RENAULT	FLEURY-EN-BIERE	261,94	35,4	52,6	84,7	110,7	19
AMBOISE CH.RENAULT	FONTAINEBLEAU	236,51	33,2	48,8	79,4	103	17,5
AMBOISE CH.RENAULT	FORET DE TRONCAIS	261,55	25,1	40,5	62,2	83,5	15,6
AMBOISE CH.RENAULT	FORGES	257,17	34,7	51	82,4	108,3	18,3
AMBOISE CH.RENAULT	GANNAT	341,17	31,9	50,2	78	105,8	19,3
AMBOISE CH.RENAULT	GENDREY	461,2	51,4	77,4	124,6	166,6	28,9
AMBOISE CH.RENAULT	GERZAT-VILLE	362,02	33,3	53	81,6	109,5	20,4
AMBOISE CH.RENAULT	GROISSIAT	569,07	61,9	93,8	149,9	200,9	35,3
AMBOISE CH.RENAULT	GYE	503,53	53,8	80,2	128,1	171,6	29,7
AMBOISE CH.RENAULT	JOIGNY	212,02	31,4	46,1	74,8	97,3	16,6
AMBOISE CH.RENAULT	L ISLE-S/LE-DOUBS	537,62	57,5	86,9	138,9	186	32,4
AMBOISE CH.RENAULT	LA BOISSE	589,65	62,8	95,3	151,7	203,4	35,9
AMBOISE CH.RENAULT	LA BOISSE - MONTLUEL	568,12	60,8	91,6	143,8	192,2	34,5
AMBOISE CH.RENAULT	LA COTIERE	574,08	61,4	92,6	147,5	196,1	35
AMBOISE CH.RENAULT	LA CROIX-CHALON	554,47	60,3	91,4	146,2	195,9	34,3
AMBOISE CH.RENAULT	LANGRES NORD	395,02	44,6	66	105,4	140,8	24,4
AMBOISE CH.RENAULT	LANGRES SUD	401,67	45,2	67,3	107,7	143,2	25
AMBOISE CH.RENAULT	LE MIROIR	510,86	55,5	83,6	134,4	179,2	31,3
AMBOISE CH.RENAULT	LES EPRUNES	298,04	37,9	56,6	91,5	121	20,9
AMBOISE CH.RENAULT	MACON NORD	465,12	52,3	78,8	125,2	167,1	29,2
AMBOISE CH.RENAULT	MACON SUD	475,45	53,1	80,1	127,4	169,9	29,7
AMBOISE CH.RENAULT	MAGNANT	317,85	39,7	58,9	94,7	125,8	21,5
AMBOISE CH.RENAULT	MAROLLES-SUR-SEINE	249,65	34,7	51	82,4	108,3	18,3
AMBOISE CH.RENAULT	MONTIGNY-LE-ROI	415,12	46,1	68,3	109,9	146,8	25,4
AMBOISE CH.RENAULT	MONTLUCON	286,48	27,4	43,7	67	90,6	16,7
AMBOISE CH.RENAULT	MONTMARAULT	299,08	28,7	45,7	71,1	96	17,4
AMBOISE CH.RENAULT	NEMOURS	233,56	33,2	48,8	79,4	103	17,5
AMBOISE CH.RENAULT	NITRY	274,32	35,8	53,1	85,9	113,5	19,3
AMBOISE CH.RENAULT	NUITS-ST-GEORGES	403,42	46,9	70,6	113,5	150,6	26,1
AMBOISE CH.RENAULT	PEROUGES	557,27	59,3	89,7	142,7	190,7	33,6
AMBOISE CH.RENAULT	PONT D AIN	532,45	57	86,7	138,8	185,3	32,5
AMBOISE CH.RENAULT	POUILLY-EN-AUXOIS	348,62	42,7	64	102,6	136,7	23,3
AMBOISE CH.RENAULT	REPLONGES	475,97	52,4	79,5	127	169,6	29,6
AMBOISE CH.RENAULT	RIOM	356	33,2	52,9	81,3	109,4	20,2
AMBOISE CH.RENAULT	ROBECOURT	437,08	47,5	71,3	114,1	152,4	26,4
AMBOISE CH.RENAULT	SAINT GENIS	565,64	56,5	85,3	134,5	179,4	31,7
AMBOISE CH.RENAULT	SAINT MAURICE	577,62	61,6	93,2	149,9	201,5	35,1
AMBOISE CH.RENAULT	SAINT THIBAULT	291,62	37,4	55,4	90	118,8	20,5
AMBOISE CH.RENAULT	SEURRE	414,92	48,1	72,3	115,4	153,9	26,7
AMBOISE CH.RENAULT	SOIRANS	442,67	49,6	75	120,1	158,6	27,9
AMBOISE CH.RENAULT	ST AMAND-MONTROND	232,35	23	37	56,4	75,7	14,1
AMBOISE CH.RENAULT	ST MARTIN-DU-FRESNE	549,18	60,1	91,3	144,7	194,3	34,3
AMBOISE CH.RENAULT	ST-DENIS-LES-SENS	219,76	32	47,3	76,4	99,2	17
AMBOISE CH.RENAULT	ST-GERMAIN-LAXIS	281,7	36,9	54,7	88	116	20,1
AMBOISE CH.RENAULT	SYLANS	558,75	60,7	92,2	146,3	196,2	34,6
AMBOISE CH.RENAULT	THENNELIERES	303,72	38,5	57,2	91,4	120,6	21,1
AMBOISE CH.RENAULT	TIL CHATEL	431,72	47,4	70,3	113,9	152,1	26,2
AMBOISE CH.RENAULT	TORVILLIERS	275,54	36,9	54,7	88,3	116,3	20,1
AMBOISE CH.RENAULT	TOURNUS	439,62	49,8	74,9	119,6	158,9	27,8
AMBOISE CH.RENAULT	URY	245,39	33,9	49,8	80,7	104,9	18
AMBOISE CH.RENAULT	VAL DE SAONE	584,07	58,7	87,4	140,8	188,3	32,8
AMBOISE CH.RENAULT	VILLE SOUS LAFERTE	345,52	41,1	61,2	99,2	131,3	22,4
AMBOISE CH.RENAULT	VILLEFRANCHE-LIMAS	541,42	59	88,8	141,2	189	33
AMBOISE CH.RENAULT	VILLEFRANCHE-NORD	505,67	55,5	83	133,9	178,6	31,4
AMBOISE CH.RENAULT	VILLEFRANCHE-VILLE	510,97	56	84,5	134,6	179,6	31,6
AMBOISE CH.RENAULT	VILLENEUVE-DONDAGRE	206,75	30,9	45,5	73,8	96,1	16,4
AMBOISE CH.RENAULT	VIRIAT	507,64	54,9	82,7	131,7	176,5	31,4
AMBOISE CH.RENAULT	VULAINES	248,5	34,9	51	82,4	108,2	18,4
ARLAY	ALLAINES	403,12	44,8	67,5	109,9	146	24,6
ARLAY	ALLAINVILLE	431,72	47,3	71,9	118,8	154,3	25,9
ARLAY	AMBERIEU	101,49	9,3	14,5	22,9	30,7	5,6
ARLAY	AMBOISE CH.RENAULT	480,32	53,4	80,7	130,3	173,1	29,8
ARLAY	ARTENAY	389,72	43,8	65,8	107,8	143,2	23,8
ARLAY	AUXERRE NORD	242,5	20	31,3	49,9	67,9	11,9
ARLAY	AUXERRE SUD	230,8	20	31,3	49,9	67,9	11,9
ARLAY	AUXY	333,62	31,7	49,1	79,7	106	18,2
ARLAY	AVALLON	186,7	15,4	23,9	38,6	52,1	9
ARLAY	BALAN	125,52	10,2	16,1	25,9	34,5	6,2
ARLAY	BAUME-LES-DAMES	130,2	9,2	14,2	22,2	33,4	5,8
ARLAY	BEAUMONT	484,36	41,8	64,6	103,6	139,1	24,8
ARLAY	BEAUNE NORD	95,05	7,7	12	20,7	27,5	4,7
ARLAY	BEAUNE SUD	93,9	7,7	12	20,7	27,5	4,7
ARLAY	BEAUPONT	43,7	3,4	5	7,9	10,7	1,8
ARLAY	BEAUREPAIRE	15,4	1,2	1,9	3	4,3	0,7
ARLAY	BELLEGARDE	137,18	15,2	23,9	38,3	51,9	9
ARLAY	BERSAILLIN	14,21	1,1	1,8	2,9	4	0,7
ARLAY	BESANCON EST	111,12	7,7	11,7	18,6	28,3	5,2
ARLAY	BESANCON NORD	96,5	6,9	10,8	17,7	24,7	4,5
ARLAY	BESANCON OUEST	87,1	6,3	10,1	16,1	22,1	4,2
ARLAY	BEYNOST	139,68	12,6	19,9	31,4	42,6	7,5
ARLAY	BIERRE-LES-SEMUR	160,8	12,6	20,2	32,8	44,3	7,5
ARLAY	BLERE	557,02	60,6	92,1	149,4	195,2	33,4
ARLAY	BLOIS	450,62	50,5	76,4	124,6	164,6	27,8
ARLAY	BOURG NORD	73,71	6,6	10,4	16,8	22,3	4,1
ARLAY	BOURG SUD	79,72	6,9	10,9	17,9	23,5	4,3
ARLAY	BOURGES (LIM.CONC.)	511,62	56,9	86,9	141,3	185,6	31,7
ARLAY	BULGNEVILLE	209	16,6	26,2	41,6	56,1	9,7
ARLAY	CHALON NORD	116	9,9	15,7	25,2	33,8	5,8
ARLAY	CHALON SUD	122,2	9,9	15,7	25,2	33,8	5,8
ARLAY	CHALONS LA VEUVE	339,56	29,3	46	75,7	101,1	17,4
ARLAY	CHALONS MOURMELON	347,96	29,3	46,2	76	103,7	17,8
ARLAY	CHARMONT (LIM.CONC)	261,06	22,5	35,5	57,7	79,5	13,3
ARLAY	CHATEAU-THIERRY	419,26	37,3	57,4	92,1	125,8	22
ARLAY	CHATENOIS	219,15	16,7	26,5	42,8	58,3	10
ARLAY	CHATILLON-LABORDE	360,35	27,5	43,6	70,9	97,1	16,6
ARLAY	CHAUMONT-SEMOUTIERS	166,28	14,1	22	36,1	49,3	8,3
ARLAY	CHEMERY	516,42	56,7	86,2	138,7	184,3	31,1
ARLAY	CHOISEY	37,89	3,2	5,1	7,6	10,4	1,7
ARLAY	CLERMONT EN ARGONNE	398,76	33	51,8	83,2	112,9	20,1
ARLAY	CLERMONT-BARRIERE	701,1	73,7	112,4	182,1	241,9	41,4
ARLAY	COLOMBEY-LES-BELLES	247,85	18,9	30,8	49,5	67,5	11,6
ARLAY	COMBRONDE	663,88	69,4	105,4	171,6	227,2	39
ARLAY	COURTENAY	285,23	24,3	37,8	59,4	80,7	14,3
ARLAY	DIJON-ARC S/TILLE	80,41	6,9	11,1	18,3	24,8	4,2
ARLAY	DIJON-CRIMOLOIS	78,3	6,6	9,9	15,4	20,8	3,8
ARLAY	DOLE	54,5	3,3	5,1	7,6	10,4	1,8
ARLAY	DORMANS	393,66	35	54	87,1	118,2	20,7
ARLAY	EGLETONS	784,63	82,1	125,6	198,9	266,8	46,8
ARLAY	ELOISE	145,88	16,4	26	41,3	56,2	9,9
ARLAY	ESCRENNES	356,72	35,1	55	90,2	118,2	20
ARLAY	ESVRES	570,82	61,9	94,2	152,8	200	34,2
ARLAY	FEILLENS	98,62	8,3	12,9	20,8	27,7	5,1
ARLAY	FLEURY-EN-BIERE	351,66	30,3	47,6	75,6	103,1	18
ARLAY	FONTAINEBLEAU	326,23	26,6	41,7	67	91,8	16
ARLAY	FONTENAY /LOING	311,22	28,5	43,6	68,9	93,1	16,3
ARLAY	FORET DE TRONCAIS	582,27	62,4	95,6	154,9	204,3	35,2
ARLAY	FORGES	343,08	26,2	41,2	67	91,6	15,7
ARLAY	FRESNES EN WOEVRE	439,06	37,1	58,3	93,7	126,5	22,5
ARLAY	GANNAT	661,89	69,2	105,3	170,7	226,6	38,9
ARLAY	GENDREY	71,08	5,1	7,4	11,5	17,4	3
ARLAY	GERZAT-VILLE	682,74	70,6	108,1	174,3	230,3	40
ARLAY	GONDREVILLE A77/N	318,42	29,6	45,8	72,6	96,6	16,9
ARLAY	GONDREVILLE A77/S	365,17	33,6	51,8	82,3	109,9	19,3
ARLAY	GROISSIAT	130,75	12,4	19,9	32	43	7,5
ARLAY	GYE	261,46	20,4	32,5	51,5	70,4	12
ARLAY	JARNY	461,56	38,6	61	96,1	128,5	23,5
ARLAY	JOIGNY	268,3	21,2	33,1	54,6	74,4	12,6
ARLAY	L ISLE-S/LE-DOUBS	147,5	10,9	16,4	25,8	37,6	6,5
ARLAY	LA BOISSE	151,33	14,2	22,1	35,2	47,9	8,3
ARLAY	LA BOISSE - MONTLUEL	129,8	11,8	18,2	29,9	39,8	7,2
ARLAY	LA COTIERE	135,76	12,2	19,1	30,9	41,3	7,4
ARLAY	LA CROIX-CHALON	116,15	11,1	17,6	28,7	38,4	6,7
ARLAY	LA FOLIE-B/PARIS	467,82	51,7	77	128,8	168,6	28,7
ARLAY	LAMOTTE-BEUVRON	439,92	49,3	74,3	121,2	160,8	27,3
ARLAY	LANGRES NORD	152,95	12,2	20	32,2	43,4	7,2
ARLAY	LANGRES SUD	133,3	11	17,6	28,6	38,7	6,5
ARLAY	LE MIROIR	30,54	2,5	3,6	5,9	7,5	1,3
ARLAY	LES EPRUNES	383,95	30,2	47,4	76	104,2	18,3
ARLAY	MACON CENTRE	101,35	8,3	12,9	20,8	27,7	5,1
ARLAY	MACON NORD	106,2	8,4	13,7	21,5	29	5,3
ARLAY	MAGNANT	217,12	17,9	28,2	45,2	61,8	10,7
ARLAY	MANZAT	675,63	70,7	108,4	174	230,7	40
ARLAY	MAROLLES-SUR-SEINE	335,56	26,2	41,2	67	91,6	15,7
ARLAY	MER	433,42	49,2	73,4	119,4	158,3	27,1
ARLAY	MEUNG SUR LOIRE	416,92	47,1	70,7	114,2	152,2	25,8
ARLAY	MONT CHOISY	319,76	27,4	43,3	71	96,5	16,5
ARLAY	MONTIGNY-LE-ROI	173,05	13,4	21,4	34,9	47,2	7,8
ARLAY	MONTLUCON	607,2	64,7	98,8	159,7	211,4	36,3
ARLAY	MONTMARAULT	619,8	66	100,8	163,8	216,8	37
ARLAY	MONTREUIL (REIMS)	439,76	39,6	60,3	96,4	129,7	23,1
ARLAY	MONTREUIL AUX LIONS	466,06	41,6	63,3	101,1	136,3	24,4
ARLAY	NEMOURS	323,28	26,6	41,7	67	91,8	16
ARLAY	NITRY	206	16,7	26,1	42,1	57,2	9,9
ARLAY	NUITS-ST-GEORGES	95,95	7,4	11,5	19,3	26,5	4,6
ARLAY	OLIVET	407,62	46	69,2	112,8	148,8	25,3
ARLAY	ORLEANS-CENTRE	401,22	45,3	68,3	111	146,4	24,7
ARLAY	ORLEANS-NORD	395,22	44,5	66,9	109	144,7	24,3
ARLAY	PEROUGES	118,95	10,2	16,1	25,9	34,5	6,2
ARLAY	PONT D AIN	94,13	8,3	13,1	21,2	28,1	5,1
ARLAY	POUILLY-EN-AUXOIS	131,7	10,4	16,3	26,5	35,8	6,1
ARLAY	REIMS EST (TAISSY)	366,76	32,6	50,4	82,6	111,2	19,1
ARLAY	REIMS NORD (ORMES)	373,36	33,6	52,1	84,3	114,6	19,5
ARLAY	REIMS OUEST (THILLOIS)	379,96	34,2	52,8	84,9	115,8	20
ARLAY	REIMS SUD	365,76	32,4	50	81,6	110,2	19
ARLAY	REPLONGES	95,35	8,3	12,9	20,8	27,7	5,1
ARLAY	RIOM	676,72	70,5	108	174	230,2	39,8
ARLAY	ROBECOURT	195,01	15	23,5	38,4	52	8,7
ARLAY	SAINT GENIS	85,32	7,1	11	18,3	23,3	4,4
ARLAY	SAINT MAURICE	187,5	15	22,7	37	50	8,9
ARLAY	SAINT THIBAULT	243,35	20,8	32,8	52,4	71,7	12,2
ARLAY	SALBRIS	458,62	50,9	77,3	125,5	166,9	28,1
ARLAY	SAVIGNY /CLAIRIS	286,02	23,5	36,9	58,9	80,5	14,1
ARLAY	SEURRE	65,4	4,9	7,6	12,3	16,2	3,1
ARLAY	SOIRANS	56,7	4,6	7,1	11,2	15,2	2,5
ARLAY	SOMMESOUS	298,46	25,5	40,4	65,8	89,9	15,2
ARLAY	ST AMAND-MONTROND	553,07	60,3	92,1	149,1	196,5	33,7
ARLAY	ST ETIENNE AU TEMPLE	347,96	29,3	46,2	76	103,7	17,8
ARLAY	ST GERMAIN LES VERGNE	828,63	86,9	133,6	211,1	283,4	49,8
ARLAY	ST GIBRIEN	327,16	28,2	44,4	72,6	98,9	16,9
ARLAY	ST HILAIRE	290,22	24,4	38,2	61,1	83,4	14,5
ARLAY	ST JULIEN SANCY	718,63	74,9	115,1	184	244,1	42,7
ARLAY	ST MARTIN-DU-FRESNE	110,86	10,8	17	27,6	37,1	6,5
ARLAY	ST ROMAIN SUR CHER	527,62	57,6	87,8	141,3	188,2	31,6
ARLAY	ST-DENIS-LES-SENS	309,48	25,4	39,7	63,7	87	15,2
ARLAY	ST-GERMAIN-LAXIS	367,61	27,5	43,6	70,9	97,1	16,6
ARLAY	STE MENEHOULD	380,96	31,3	49,6	81,2	110,4	19,3
ARLAY	SYLANS	120,43	11,7	18,6	30,2	40,6	7,1
ARLAY	THENNELIERES	247,27	20,6	32,6	52,7	72,2	12,2
ARLAY	TIL CHATEL	103,25	8,5	13,9	22,6	30,2	5,1
ARLAY	TORVILLIERS	259,43	20,9	32,9	52,7	71,8	12,3
ARLAY	TOURNUS	131,7	10,7	16,8	26,3	35,8	6,4
ARLAY	TOURS-C/MONNAIE	508,52	57,5	86	138,6	183,9	32
ARLAY	TULLE EST	802,63	84,2	129,4	204	271,8	48
ARLAY	TULLE NORD	810,63	84,8	130,4	204,8	276,2	48,4
ARLAY	URY	335,11	26,6	41,7	67	92,2	16
ARLAY	USSEL EST	742,63	77,5	119,4	189,8	252,6	44
ARLAY	USSEL OUEST	759,63	79,6	122,1	194	258,7	45,1
ARLAY	VAL DE SAONE	103,75	9,4	14	22,8	30,6	5,5
ARLAY	VALLEE DE L'AUBE	274,16	23,6	37,3	60,5	83,1	14
ARLAY	VATRY	302,76	26	40,9	65,9	91,2	15,3
ARLAY	VEIGNE	589,62	63,3	97	157,2	205,3	35
ARLAY	VERDUN	439,06	37,1	58,3	93,7	126,5	22,5
ARLAY	VIERZON-EST	485,32	53,7	81	132,9	175	29,8
ARLAY	VIERZON-NORD	479,62	52,9	80,3	132	174,3	29,2
ARLAY	VILLE SOUS LAFERTE	189,45	15,7	24,7	39,5	54,3	9,4
ARLAY	VILLEFRANCHE S/ CHER	495,12	54,8	83,4	134,5	178,4	30,1
ARLAY	VILLENEUVE-DONDAGRE	296,47	23,8	37,4	60,4	83,5	14,1
ARLAY	VIRIAT	69,32	6	9,5	15,4	20,1	3,7
ARLAY	VIRY	180,28	20,2	32,6	51,5	69,4	12,3
ARLAY	VOIE SACREE	411,96	34,8	54,8	86,5	118,2	21,1
ARLAY	VULAINES	286,47	22,3	35,2	57	78,1	13,2
ARLAY	VULCANIA BROMONT	695,63	72,8	111,4	178,8	237,5	41,2
ARTENAY	AMBERIEU	449,21	48,8	73,2	117,8	157,8	27
ARTENAY	ARLAY	389,72	43,8	65,8	107,8	143,2	23,8
ARTENAY	AUXERRE NORD	147,22	24,5	35,3	58,7	76,2	12
ARTENAY	AUXERRE SUD	158,92	24,5	35,3	58,7	76,2	12
ARTENAY	AVALLON	203,02	28	41	68,3	89,8	14,7
ARTENAY	BALAN	473,24	49,7	74,8	120,2	160,8	27,6
ARTENAY	BAUME-LES-DAMES	429,72	46,6	70,1	113,4	152,1	25,8
ARTENAY	BEAUNE NORD	294,67	35,5	52,9	86,4	113,9	19
ARTENAY	BEAUNE SUD	300,42	36,6	54,3	88,6	117,5	19,6
ARTENAY	BEAUPONT	433,42	46,8	70,4	114,8	153,3	25,9
ARTENAY	BEAUREPAIRE	405,12	44,9	67,4	109,7	147,2	24,5
ARTENAY	BELLEVILLE S/SAONE	406,12	45	67,3	108,4	145	24,5
ARTENAY	BERSAILLIN	385,13	43,6	64,7	106,5	141,8	23,7
ARTENAY	BESANCON EST	410,64	44	66,8	108,6	145,7	24,3
ARTENAY	BESANCON NORD	396,02	44	65,8	107,2	143,1	23,9
ARTENAY	BESANCON OUEST	386,62	44	65,4	106,7	142,1	23,8
ARTENAY	BEYNOST	487,4	51,9	78,4	125,6	168,7	29,1
ARTENAY	BIERRE-LES-SEMUR	228,92	29,8	43,4	72,3	95,3	15,5
ARTENAY	BOURG NORD	407,01	45,2	67,7	108,6	145,7	24,9
ARTENAY	BOURG SUD	427,44	46,3	69,8	112,3	150,2	25,9
ARTENAY	BULGNEVILLE	360,47	39,4	58,3	94,6	126,8	21
ARTENAY	CHALON NORD	322,52	38,8	57,7	93	123,9	20,8
ARTENAY	CHALON SUD	328,72	38,8	57,7	93	124,2	20,8
ARTENAY	CHATENOIS	370,62	39,7	59	96	128,5	21,5
ARTENAY	CHATILLON-LABORDE	183,84	27,3	39,8	65,5	86,1	14,1
ARTENAY	CHAUMONT-SEMOUTIERS	278,09	33	48,6	80,2	106,5	17,3
ARTENAY	CHOISEY	351,83	40,8	60,8	99	132	22
ARTENAY	CLERMONT-BARRIERE	321,18	31,2	49	77,7	103,7	18,6
ARTENAY	COLOMBEY-LES-BELLES	399,32	42,2	62,5	101,7	137	22,6
ARTENAY	COMBRONDE	283,96	26,9	42	67,2	89	16,2
ARTENAY	COURTENAY	104,91	20,4	29,1	49,2	63,1	9,8
ARTENAY	DIJON SUD	330,32	39	58,1	94,2	125,3	20,9
ARTENAY	DIJON-ARC S/TILLE	345,48	40,4	60,3	97,6	129,9	21,8
ARTENAY	DIJON-CRIMOLOIS	377,82	39,6	58,7	96,4	127,6	21,5
ARTENAY	DOLE	354,02	40,8	60,8	99	132	22
ARTENAY	FEILLENS	382,1	42,8	64,6	104,5	139,7	23,6
ARTENAY	FLEURY-EN-BIERE	171,34	25,8	37,7	62,2	80,8	13
ARTENAY	FONTAINEBLEAU	145,91	23,6	33,9	56,9	73,1	11,5
ARTENAY	FORET DE TRONCAIS	202,35	19,9	32,2	50,5	66,1	12,4
ARTENAY	FORGES	166,57	25,1	36,1	59,9	78,4	12,3
ARTENAY	GANNAT	281,97	26,7	41,9	66,3	88,4	16,1
ARTENAY	GENDREY	370,6	41,8	62,5	102,1	136,7	22,9
ARTENAY	GERZAT-VILLE	302,82	28,1	44,7	69,9	92,1	17,2
ARTENAY	GROISSIAT	478,47	52,3	78,9	127,4	171	29,3
ARTENAY	GYE	412,93	44,2	65,3	105,6	141,7	23,7
ARTENAY	JOIGNY	121,42	21,8	31,2	52,3	67,4	10,6
ARTENAY	L ISLE-S/LE-DOUBS	447,02	47,9	72	116,4	156,1	26,4
ARTENAY	LA BOISSE	499,05	53,2	80,4	129,2	173,5	29,9
ARTENAY	LA BOISSE - MONTLUEL	477,52	51,2	76,7	121,3	162,3	28,5
ARTENAY	LA COTIERE	483,48	51,8	77,7	125	166,2	29
ARTENAY	LA CROIX-CHALON	463,87	50,7	76,5	123,7	166	28,3
ARTENAY	LANGRES NORD	304,42	35	51,1	82,9	110,9	18,4
ARTENAY	LANGRES SUD	311,07	35,6	52,4	85,2	113,3	19
ARTENAY	LE MIROIR	420,26	45,9	68,7	111,9	149,3	25,3
ARTENAY	LES EPRUNES	207,44	28,3	41,7	69	91,1	14,9
ARTENAY	MACON NORD	374,52	42,7	63,9	102,7	137,2	23,2
ARTENAY	MACON SUD	384,85	43,5	65,2	104,9	140	23,7
ARTENAY	MAGNANT	227,25	30,1	44	72,2	95,9	15,5
ARTENAY	MAROLLES-SUR-SEINE	159,05	25,1	36,1	59,9	78,4	12,3
ARTENAY	MONTIGNY-LE-ROI	324,52	36,5	53,4	87,4	116,9	19,4
ARTENAY	MONTLUCON	227,28	22,2	35,4	55,3	73,2	13,5
ARTENAY	MONTMARAULT	239,88	23,5	37,4	59,4	78,6	14,2
ARTENAY	NEMOURS	142,96	23,6	33,9	56,9	73,1	11,5
ARTENAY	NITRY	183,72	26,2	38,2	63,4	83,6	13,3
ARTENAY	NUITS-ST-GEORGES	312,82	37,3	55,7	91	120,7	20,1
ARTENAY	PEROUGES	466,67	49,7	74,8	120,2	160,8	27,6
ARTENAY	PONT D AIN	441,85	47,4	71,8	116,3	155,4	26,5
ARTENAY	POUILLY-EN-AUXOIS	258,02	33,1	49,1	80,1	106,8	17,3
ARTENAY	REPLONGES	385,37	42,8	64,6	104,5	139,7	23,6
ARTENAY	RIOM	296,8	28	44,6	69,6	92	17
ARTENAY	ROBECOURT	346,48	37,9	56,4	91,6	122,5	20,4
ARTENAY	SAINT GENIS	475,04	46,9	70,4	112	149,5	25,7
ARTENAY	SAINT MAURICE	487,02	52	78,3	127,4	171,6	29,1
ARTENAY	SAINT THIBAULT	201,02	27,8	40,5	67,5	88,9	14,5
ARTENAY	SEURRE	324,32	38,5	57,4	92,9	124	20,7
ARTENAY	SOIRANS	352,07	40	60,1	97,6	128,7	21,9
ARTENAY	ST AMAND-MONTROND	173,15	17,8	28,7	44,7	58,3	10,9
ARTENAY	ST MARTIN-DU-FRESNE	458,58	50,5	76,4	122,2	164,4	28,3
ARTENAY	ST-DENIS-LES-SENS	129,16	22,4	32,4	53,9	69,3	11
ARTENAY	ST-GERMAIN-LAXIS	191,1	27,3	39,8	65,5	86,1	14,1
ARTENAY	SYLANS	468,15	51,1	77,3	123,8	166,3	28,6
