Autoroute entrée	Péage entrée	Ville entrée	Autoroute sortie	Péage sortie	Ville sortie	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
A10	12	JANVILLE (ALLAINES)	A85	12	SAINT AIGNAN SUR CHER	17,5	26,3	40,6	54,2	10,7
A10	12	JANVILLE (ALLAINES)	A71	8	SAINT AMAND	19	30,7	47,3	62,4	11,8
A10	12	JANVILLE (ALLAINES)	A19	1	SAINT DENIS-LES-SENS	23,4	34,1	56	72,1	11,8
A10	12	JANVILLE (ALLAINES)	A4	28	SAINT ETIENNE AU TEMPLE	38,6	57,6	95,2	125,7	21,3
A10	12	JANVILLE (ALLAINES)	A40	4	SAINT GENIS	47,9	72,1	114,1	152,3	26,5
A10	12	JANVILLE (ALLAINES)	A5	15	SAINT GERMAIN-LAXIS	28,3	41,5	67,6	88,9	14,9
A10	12	JANVILLE (ALLAINES)	A26	17	SAINT GIBRIEN	37,5	55,8	91,8	120,9	20,4
A10	12	JANVILLE (ALLAINES)	A19	4	SAINT HILAIRE LES ANDRESIS	17,8	26,1	44,4	55,1	9,2
A10	12	JANVILLE (ALLAINES)	A40	8	SAINT MARTIN-DU-FRESNE	51,5	78,1	124,3	167,2	29,1
A10	12	JANVILLE (ALLAINES)	A36	-	SAINT MAURICE	53	80	129,5	174,4	29,9
A10	12	JANVILLE (ALLAINES)	A5	21	SAINT THIBAULT	28,8	42,2	69,6	91,7	15,3
A10	12	JANVILLE (ALLAINES)	A4	29	SAINTE MENEHOULD	40,6	61	100,4	132,4	22,8
A10	12	JANVILLE (ALLAINES)	A71	4	SALBRIS	10,4	15,5	24,8	33,1	6,6
A10	12	JANVILLE (ALLAINES)	A19	3	SAVIGNY SUR CLAIRIS	18,7	27,4	46,6	58,2	9,5
A10	12	JANVILLE (ALLAINES)	A85	13	SELLES SUR CHER	16,1	24,8	36,1	50,6	9,9
A10	12	JANVILLE (ALLAINES)	A36	1	SEURRE	39,5	59,1	95	126,8	21,5
A10	12	JANVILLE (ALLAINES)	A39	5	SOIRANS	41	61,8	99,7	131,5	22,7
A10	12	JANVILLE (ALLAINES)	A26	20	SOMMESOUS	34,8	51,8	85	111,9	18,7
A10	12	JANVILLE (ALLAINES)	A89	-	ST GERMAIN LES VERGNES	45,6	72,2	109,3	149,3	27,9
A10	12	JANVILLE (ALLAINES)	A89	25	ST JULIEN / SANCY	33,6	53,7	82,2	110	20,8
A10	12	JANVILLE (ALLAINES)	A40	9	SYLANS	52,1	79	125,9	169,1	29,4
A10	12	JANVILLE (ALLAINES)	A26	23	THENNELIERES	29,9	44	71	93,5	15,9
A10	12	JANVILLE (ALLAINES)	A31	5	TIL CHATEL	38,8	57,1	93,5	125	21
A10	12	JANVILLE (ALLAINES)	A5	20	TORVILLIERS	28,3	41,5	67,9	89,2	14,9
A10	12	JANVILLE (ALLAINES)	A6	27	TOURNUS	41,2	61,7	99,2	131,8	22,6
A10	12	JANVILLE (ALLAINES)	A10	-	TOURS CENTRE (MONNAIE)	16,1	25,1	39	51	10,1
A10	12	JANVILLE (ALLAINES)	A89	21	TULLE EST	42,9	68	102,2	137,7	26,1
A10	12	JANVILLE (ALLAINES)	A89	20	TULLE NORD	43,5	69	103	142,1	26,5
A10	12	JANVILLE (ALLAINES)	A6	14	URY	25,3	36,6	60,3	77,8	12,8
A10	12	JANVILLE (ALLAINES)	A89	24	USSEL EST	36,2	58	88	118,5	22,1
A10	12	JANVILLE (ALLAINES)	A89	23	USSEL OUEST	38,3	60,7	92,2	124,6	23,2
A10	12	JANVILLE (ALLAINES)	A406	-	VAL DE SAONE	50,1	74,2	120,4	161,2	27,6
A10	12	JANVILLE (ALLAINES)	A26	21	VALLEE DE L'AUBE	32,9	48,7	79,7	105,1	17,5
A10	12	JANVILLE (ALLAINES)	A26	19	VATRY	35,3	52,3	85,1	113,2	18,8
A10	12	JANVILLE (ALLAINES)	A85	-	VEIGNE	23	36,5	57,5	72,1	14
A10	12	JANVILLE (ALLAINES)	A4	31	VERDUN	46,4	69,7	112,9	148,5	26
A10	12	JANVILLE (ALLAINES)	A71	6	VIERZON EST	12,5	19,2	31,7	40,6	7,8
A10	12	JANVILLE (ALLAINES)	A71	5	VIERZON NORD	12,5	19,1	30,4	39,4	7,7
A10	12	JANVILLE (ALLAINES)	A5	23	VILLE SOUS LA FERTE	32,5	48	78,8	104,2	17,2
A10	12	JANVILLE (ALLAINES)	A6	31.1	VILLEFRANCHE NORD	46,9	69,8	113,5	151,5	26,2
A10	12	JANVILLE (ALLAINES)	A6	-	VILLEFRANCHE-LIMAS	50,4	75,6	120,8	161,9	27,8
A10	12	JANVILLE (ALLAINES)	A6	31.2	VILLEFRANCHE-VILLE	47,4	71,3	114,2	152,5	26,4
A10	12	JANVILLE (ALLAINES)	A19	2	VILLENEUVE-DONDAGRE	22,3	32,3	53,4	69	11,2
A10	12	JANVILLE (ALLAINES)	A40	6	VIRIAT	46,3	69,5	111,3	149,4	26,2
A10	12	JANVILLE (ALLAINES)	A40	-	VIRY	61	93,7	149,1	200,2	34,9
A10	12	JANVILLE (ALLAINES)	A4	30	VOIE SACREE	44,1	66,2	105,7	140,2	24,6
A10	12	JANVILLE (ALLAINES)	A5	19	VULAINES	26,3	37,8	62	81,1	13,2
A10	12	JANVILLE (ALLAINES)	A89	26	VULCANIA-BROMONT	31,5	50	77	103,4	19,3
A10	13	ARTENAY	A10	11	ALLAINVILLE	3,6	6	10,8	11,5	2,4
A10	13	ARTENAY	A42	8	AMBERIEU EN BUGEY	48,8	73,2	117,8	157,8	27
A10	13	ARTENAY	A39	7.1	ARLAY	43,8	65,8	107,8	143,2	23,8
A10	13	ARTENAY	A6	19	AUXERRE NORD	24,5	35,3	58,7	76,2	12
A10	13	ARTENAY	A6	20	AUXERRE SUD	24,5	35,3	58,7	76,2	12
A10	13	ARTENAY	A19	6	AUXY	9,4	13,5	23,6	29,7	4,6
A10	13	ARTENAY	A6	22	AVALLON	28	41	68,3	89,8	14,7
A10	13	ARTENAY	A42	6	BALAN	49,7	74,8	120,2	160,8	27,6
A10	13	ARTENAY	A4	-	BARRIERE DE MONTREUIL AUX LIONS	49,9	73	118,2	155,5	27,1
A10	13	ARTENAY	A36	5	BAUME-LES-DAMES	46,6	70,1	113,4	152,1	25,8
A10	13	ARTENAY	A4	-	BEAUMONT	50,1	74,3	120,7	158,3	27,5
A10	13	ARTENAY	A6	24	BEAUNE NORD	35,5	52,9	86,4	113,9	19
A10	13	ARTENAY	A6	24.1	BEAUNE SUD	36,6	54,3	88,6	117,5	19,6
A10	13	ARTENAY	A39	10	BEAUPONT	46,8	70,4	114,8	153,3	25,9
A10	13	ARTENAY	A39	8	BEAUREPAIRE	44,9	67,4	109,7	147,2	24,5
A10	13	ARTENAY	A40	10	BELLEGARDE	55	83,3	133,8	179,9	30,8
A10	13	ARTENAY	A6	30	BELLEVILLE SUR SAONE	45	67,3	108,4	145	24,5
A10	13	ARTENAY	A391	-	BERSAILLIN	43,6	64,7	106,5	141,8	23,7
A10	13	ARTENAY	A36	4.1	BESANCON EST	44	66,8	108,6	145,7	24,3
A10	13	ARTENAY	A36	4	BESANCON NORD	44	65,8	107,2	143,1	23,9
A10	13	ARTENAY	A36	3	BESANCON OUEST	44	65,4	106,7	142,1	23,8
A10	13	ARTENAY	A42	-	BEYNOST	51,9	78,4	125,6	168,7	29,1
A10	13	ARTENAY	A6	23	BIERRE-LES-SEMUR	29,8	43,4	72,3	95,3	15,5
A10	13	ARTENAY	A85	11	BLERE	18,4	28,5	45,9	58,5	11,1
A10	13	ARTENAY	A10	17	BLOIS	8,3	12,7	21,2	28,1	5,1
A10	13	ARTENAY	A40	5	BOURG NORD	45,2	67,7	108,6	145,7	24,9
A10	13	ARTENAY	A40	7	BOURG SUD	46,3	69,8	112,3	150,2	25,9
A10	13	ARTENAY	A71	7	BOURGES	14,4	23,5	36,9	47,4	8,9
A10	13	ARTENAY	A31	9	BULGNEVILLE	39,4	58,3	94,6	126,8	21
A10	13	ARTENAY	A6	25	CHALON NORD	38,8	57,7	93	123,9	20,8
A10	13	ARTENAY	A6	26	CHALON SUD	38,8	57,7	93	124,2	20,8
A10	13	ARTENAY	A4	27	CHALONS - LA VEUVE	37,6	55,7	92,8	120,3	20,1
A10	13	ARTENAY	A26	22	CHARMONT	30,8	45,2	74,8	98,7	16
A10	13	ARTENAY	A10	18	CHATEAU-RENAULT	10,7	17	26,9	34,5	7
A10	13	ARTENAY	A4	20	CHATEAU-THIERRY	45,6	67,1	109,2	145	24,7
A10	13	ARTENAY	A31	10	CHATENOIS	39,7	59	96	128,5	21,5
A10	13	ARTENAY	A5	16	CHATILLON-LABORDE	27,3	39,8	65,5	86,1	14,1
A10	13	ARTENAY	A5	24	CHAUMONT-SEMOUTIERS	33	48,6	80,2	106,5	17,3
A10	13	ARTENAY	A39	6	CHOISEY	40,8	60,8	99	132	22
A10	13	ARTENAY	A71	-	CLERMONT	31,2	49	77,7	103,7	18,6
A10	13	ARTENAY	A4	29.1	CLERMONT EN ARGONNE	41,3	61,5	100,3	132,1	22,8
A10	13	ARTENAY	A31	11	COLOMBEY-LES-BELLES	42,2	62,5	101,7	137	22,6
A10	13	ARTENAY	A71	12.1	COMBRONDE	26,9	42	67,2	89	16,2
A10	13	ARTENAY	A6	17	COURTENAY	20,4	29,1	49,2	63,1	9,8
A10	13	ARTENAY	A39	-	CRIMOLOIS	39,6	58,7	96,4	127,6	21,5
A10	13	ARTENAY	A311	-	DIJON SUD	39	58,1	94,2	125,3	20,9
A10	13	ARTENAY	A31	4	DIJON-ARC SUR TILLE	40,4	60,3	97,6	129,9	21,8
A10	13	ARTENAY	A36	2	DOLE	40,8	60,8	99	132	22
A10	13	ARTENAY	A4	21	DORMANS	43,3	63,7	104,2	137,4	23,4
A10	13	ARTENAY	A89	22	EGLETONS	39,6	62,2	94,5	128,6	24
A10	13	ARTENAY	A40	11	ELOISE / ANNECY	56,2	85,4	136,8	184,2	31,7
A10	13	ARTENAY	A4	23	EPERNAY	40,7	59,7	98,7	129,4	21,7
A10	13	ARTENAY	A19	7	ESCRENNES	6,1	8,8	13,1	17,5	2,8
A10	13	ARTENAY	A85	10	ESVRES	19,3	31,4	49,2	62,9	11,9
A10	13	ARTENAY	A40	2	FEILLENS	42,8	64,6	104,5	139,7	23,6
A10	13	ARTENAY	A6	-	FLEURY-EN-BIERE	25,8	37,7	62,2	80,8	13
A10	13	ARTENAY	A6	15	FONTAINEBLEAU	23,6	33,9	56,9	73,1	11,5
A10	13	ARTENAY	A19	5	FONTENAY SUR LOING	12,7	20	34,3	42,6	6,5
A10	13	ARTENAY	A71	9	FORET DE TRONCAIS	19,9	32,2	50,5	66,1	12,4
A10	13	ARTENAY	A5	17	FORGES	25,1	36,1	59,9	78,4	12,3
A10	13	ARTENAY	A4	32	FRESNES EN WOEVRE	45,4	68	110,8	145,7	25,2
A10	13	ARTENAY	A719	-	GANNAT	26,7	41,9	66,3	88,4	16,1
A10	13	ARTENAY	A36	2.1	GENDREY	41,8	62,5	102,1	136,7	22,9
A10	13	ARTENAY	A71	14	GERZAT	28,1	44,7	69,9	92,1	17,2
A10	13	ARTENAY	A19	-	GONDREVILLE LA FRANCHE NORD	11,6	17,1	30,7	39,1	5,9
A10	13	ARTENAY	A19	-	GONDREVILLE LA FRANCHE SUD	15,6	23,1	40,4	52,4	8,3
A10	13	ARTENAY	A404	-	GROISSIAT	52,3	78,9	127,4	171	29,3
A10	13	ARTENAY	A31	-	GYE	44,2	65,3	105,6	141,7	23,7
A10	13	ARTENAY	A10	12	JANVILLE (ALLAINES)	1,1	1,5	2,5	2,9	0,7
A10	13	ARTENAY	A4	33	JARNY	46,9	70,7	113,2	147,7	26,2
A10	13	ARTENAY	A6	18	JOIGNY	21,8	31,2	52,3	67,4	10,6
A10	13	ARTENAY	A36	6	L'ISLE-SUR-LE-DOUBS	47,9	72	116,4	156,1	26,4
A10	13	ARTENAY	A432	-	LA BOISSE	53,2	80,4	129,2	173,5	29,9
A10	13	ARTENAY	A42	5.1	LA BOISSE - MONTLUEL	51,2	76,7	121,3	162,3	28,5
A10	13	ARTENAY	A432	-	LA COTIERE	51,8	77,7	125	166,2	29
A10	13	ARTENAY	A404	9	LA CROIX-CHALON	50,7	76,5	123,7	166	28,3
A10	13	ARTENAY	A71	3	LAMOTTE BEUVRON	6,7	10,7	16,6	22,2	4,2
A10	13	ARTENAY	A31	7	LANGRES NORD	35	51,1	82,9	110,9	18,4
A10	13	ARTENAY	A31	6	LANGRES SUD	35,6	52,4	85,2	113,3	19
A10	13	ARTENAY	A39	9	LE MIROIR	45,9	68,7	111,9	149,3	25,3
A10	13	ARTENAY	A5	-	LES EPRUNES	28,3	41,7	69	91,1	14,9
A10	13	ARTENAY	A6	28	MACON NORD	42,7	63,9	102,7	137,2	23,2
A10	13	ARTENAY	A6	29	MACON SUD	43,5	65,2	104,9	140	23,7
A10	13	ARTENAY	A5	22	MAGNANT	30,1	44	72,2	95,9	15,5
A10	13	ARTENAY	A89	27	MANZAT	28,2	45	69,6	92,5	17,2
A10	13	ARTENAY	A5	18	MAROLLES-SUR-SEINE	25,1	36,1	59,9	78,4	12,3
A10	13	ARTENAY	A10	16	MER	6,2	9,6	14,9	19,6	4
A10	13	ARTENAY	A10	15	MEUNG	4,4	6,9	10,6	13,6	2,8
A10	13	ARTENAY	A26	18	MONT CHOISY	35,7	53	88,1	115,7	19,2
A10	13	ARTENAY	A31	8	MONTIGNY-LE-ROI	36,5	53,4	87,4	116,9	19,4
A10	13	ARTENAY	A71	10	MONTLUCON	22,2	35,4	55,3	73,2	13,5
A10	13	ARTENAY	A71	11	MONTMARAULT	23,5	37,4	59,4	78,6	14,2
A10	13	ARTENAY	A4	19	MONTREUIL AUX LIONS	47,9	70	113,5	148,9	25,8
A10	13	ARTENAY	A6	16	NEMOURS	23,6	33,9	56,9	73,1	11,5
A10	13	ARTENAY	A6	21	NITRY	26,2	38,2	63,4	83,6	13,3
A10	13	ARTENAY	A31	1	NUITS-SAINT-GEORGES	37,3	55,7	91	120,7	20,1
A10	13	ARTENAY	A71	2	OLIVET	3,7	5,6	8,4	10,4	2,4
A10	13	ARTENAY	A71	1	ORLEANS CENTRE	2,5	4	5,3	7,2	1,3
A10	13	ARTENAY	A10	14	ORLEANS NORD	2	3,2	4,5	4,7	1,3
A10	13	ARTENAY	A26	-	ORMES	41,9	61,8	101,4	133,8	22,2
A10	13	ARTENAY	A10	-	PARIS (LA FOLIE BESSIN)	8,5	12	20,1	26,3	5
A10	13	ARTENAY	A42	7	PEROUGES	49,7	74,8	120,2	160,8	27,6
A10	13	ARTENAY	A42	9	PONT D'AIN	47,4	71,8	116,3	155,4	26,5
A10	13	ARTENAY	A6	-	POUILLY-EN-AUXOIS	33,1	49,1	80,1	106,8	17,3
A10	13	ARTENAY	A4	-	REIMS - TAISSY	40,9	60,1	99,7	130,4	21,8
A10	13	ARTENAY	A4	22	REIMS - TINQUEUX	42,5	62,5	102	135	22,7
A10	13	ARTENAY	A40	3	REPLONGES	42,8	64,6	104,5	139,7	23,6
A10	13	ARTENAY	A71	13	RIOM	28	44,6	69,6	92	17
A10	13	ARTENAY	A31	8.1	ROBECOURT	37,9	56,4	91,6	122,5	20,4
A10	13	ARTENAY	A85	14	ROMORANTIN	12,5	19,7	29,7	40,8	7,5
A10	13	ARTENAY	A85	12	SAINT AIGNAN SUR CHER	15,3	24,2	37,4	50,6	9,1
A10	13	ARTENAY	A71	8	SAINT AMAND	17,8	28,7	44,7	58,3	10,9
A10	13	ARTENAY	A19	1	SAINT DENIS-LES-SENS	22,4	32,4	53,9	69,3	11
A10	13	ARTENAY	A4	28	SAINT ETIENNE AU TEMPLE	37,6	55,9	93,1	122,9	20,5
A10	13	ARTENAY	A40	4	SAINT GENIS	46,9	70,4	112	149,5	25,7
A10	13	ARTENAY	A5	15	SAINT GERMAIN-LAXIS	27,3	39,8	65,5	86,1	14,1
A10	13	ARTENAY	A26	17	SAINT GIBRIEN	36,5	54,1	89,7	118,1	19,6
A10	13	ARTENAY	A19	4	SAINT HILAIRE LES ANDRESIS	16,8	24,4	42,3	52,3	8,4
A10	13	ARTENAY	A40	8	SAINT MARTIN-DU-FRESNE	50,5	76,4	122,2	164,4	28,3
A10	13	ARTENAY	A36	-	SAINT MAURICE	52	78,3	127,4	171,6	29,1
A10	13	ARTENAY	A5	21	SAINT THIBAULT	27,8	40,5	67,5	88,9	14,5
A10	13	ARTENAY	A4	29	SAINTE MENEHOULD	39,6	59,3	98,3	129,6	22
A10	13	ARTENAY	A71	4	SALBRIS	8,6	13,7	22,1	28,8	5,2
A10	13	ARTENAY	A19	3	SAVIGNY SUR CLAIRIS	17,7	25,7	44,5	55,4	8,7
A10	13	ARTENAY	A85	13	SELLES SUR CHER	14,2	21,9	33,4	47,6	8,4
A10	13	ARTENAY	A36	1	SEURRE	38,5	57,4	92,9	124	20,7
A10	13	ARTENAY	A39	5	SOIRANS	40	60,1	97,6	128,7	21,9
A10	13	ARTENAY	A26	20	SOMMESOUS	33,8	50,1	82,9	109,1	17,9
A10	13	ARTENAY	A89	-	ST GERMAIN LES VERGNES	44,4	70,2	106,7	145,2	27
A10	13	ARTENAY	A89	25	ST JULIEN / SANCY	32,4	51,7	79,6	105,9	19,9
A10	13	ARTENAY	A40	9	SYLANS	51,1	77,3	123,8	166,3	28,6
A10	13	ARTENAY	A26	23	THENNELIERES	28,9	42,3	68,9	90,7	15,1
A10	13	ARTENAY	A31	5	TIL CHATEL	37,8	55,4	91,4	122,2	20,2
A10	13	ARTENAY	A5	20	TORVILLIERS	27,3	39,8	65,8	86,4	14,1
A10	13	ARTENAY	A6	27	TOURNUS	40,2	60	97,1	129	21,8
A10	13	ARTENAY	A10	-	TOURS CENTRE (MONNAIE)	15,1	23,6	36,4	47,7	9,7
A10	13	ARTENAY	A89	21	TULLE EST	41,7	66	99,6	133,6	25,2
A10	13	ARTENAY	A89	20	TULLE NORD	42,3	67	100,4	138	25,6
A10	13	ARTENAY	A6	14	URY	24,3	34,9	58,2	75	12
A10	13	ARTENAY	A89	24	USSEL EST	35	56	85,4	114,4	21,2
A10	13	ARTENAY	A89	23	USSEL OUEST	37,1	58,7	89,6	120,5	22,3
A10	13	ARTENAY	A406	-	VAL DE SAONE	49,1	72,5	118,3	158,4	26,8
A10	13	ARTENAY	A26	21	VALLEE DE L'AUBE	31,9	47	77,6	102,3	16,7
A10	13	ARTENAY	A26	19	VATRY	34,3	50,6	83	110,4	18
A10	13	ARTENAY	A85	-	VEIGNE	20,9	33,4	53,7	68,6	12,8
A10	13	ARTENAY	A4	31	VERDUN	45,4	68	110,8	145,7	25,2
A10	13	ARTENAY	A71	6	VIERZON EST	11,3	17,4	28,3	36,5	6,8
A10	13	ARTENAY	A71	5	VIERZON NORD	11,2	17,3	27,5	36,2	6,8
A10	13	ARTENAY	A5	23	VILLE SOUS LA FERTE	31,5	46,3	76,7	101,4	16,4
A10	13	ARTENAY	A6	31.1	VILLEFRANCHE NORD	45,9	68,1	111,4	148,7	25,4
A10	13	ARTENAY	A6	-	VILLEFRANCHE-LIMAS	49,4	73,9	118,7	159,1	27
A10	13	ARTENAY	A6	31.2	VILLEFRANCHE-VILLE	46,4	69,6	112,1	149,7	25,6
A10	13	ARTENAY	A19	2	VILLENEUVE-DONDAGRE	21,3	30,6	51,3	66,2	10,4
A10	13	ARTENAY	A40	6	VIRIAT	45,3	67,8	109,2	146,6	25,4
A10	13	ARTENAY	A40	-	VIRY	60	92	147	197,4	34,1
A10	13	ARTENAY	A4	30	VOIE SACREE	43,1	64,5	103,6	137,4	23,8
A10	13	ARTENAY	A5	19	VULAINES	25,3	36,1	59,9	78,3	12,4
A10	13	ARTENAY	A89	26	VULCANIA-BROMONT	30,3	48	74,4	99,3	18,4
A10	14	ORLEANS NORD	A10	11	ALLAINVILLE	6,1	10,1	15,2	20,7	3,7
A10	14	ORLEANS NORD	A42	8	AMBERIEU EN BUGEY	49,5	74,3	119	159,3	27,5
A10	14	ORLEANS NORD	A39	7.1	ARLAY	44,5	66,9	109	144,7	24,3
A10	14	ORLEANS NORD	A10	13	ARTENAY	2	3,2	4,5	4,7	1,3
A10	14	ORLEANS NORD	A6	19	AUXERRE NORD	25,2	36,4	59,9	77,7	12,5
A10	14	ORLEANS NORD	A6	20	AUXERRE SUD	25,2	36,4	59,9	77,7	12,5
A10	14	ORLEANS NORD	A19	6	AUXY	10,1	14,6	24,8	31,2	5,1
A10	14	ORLEANS NORD	A6	22	AVALLON	28,7	42,1	69,5	91,3	15,2
A10	14	ORLEANS NORD	A42	6	BALAN	50,4	75,9	121,4	162,3	28,1
A10	14	ORLEANS NORD	A4	-	BARRIERE DE MONTREUIL AUX LIONS	50,6	74,1	119,4	157	27,6
A10	14	ORLEANS NORD	A36	5	BAUME-LES-DAMES	47,3	71,2	114,6	153,6	26,3
A10	14	ORLEANS NORD	A4	-	BEAUMONT	50,8	75,4	121,9	159,8	28
A10	14	ORLEANS NORD	A6	24	BEAUNE NORD	36,2	54	87,6	115,4	19,5
A10	14	ORLEANS NORD	A6	24.1	BEAUNE SUD	37,3	55,4	89,8	119	20,1
A10	14	ORLEANS NORD	A39	10	BEAUPONT	47,5	71,5	116	154,8	26,4
A10	14	ORLEANS NORD	A39	8	BEAUREPAIRE	45,6	68,5	110,9	148,7	25
A10	14	ORLEANS NORD	A40	10	BELLEGARDE	55,7	84,4	135	181,4	31,3
A10	14	ORLEANS NORD	A6	30	BELLEVILLE SUR SAONE	45,7	68,4	109,6	146,5	25
A10	14	ORLEANS NORD	A391	-	BERSAILLIN	44,3	65,8	107,7	143,3	24,2
A10	14	ORLEANS NORD	A36	4.1	BESANCON EST	44,7	67,9	109,8	147,2	24,8
A10	14	ORLEANS NORD	A36	4	BESANCON NORD	44,7	66,9	108,4	144,6	24,4
A10	14	ORLEANS NORD	A36	3	BESANCON OUEST	44,7	66,5	107,9	143,6	24,3
A10	14	ORLEANS NORD	A42	-	BEYNOST	52,6	79,5	126,8	170,2	29,6
A10	14	ORLEANS NORD	A6	23	BIERRE-LES-SEMUR	30,5	44,5	73,5	96,8	16
A10	14	ORLEANS NORD	A85	11	BLERE	16,1	26,3	41,2	52,6	9,9
A10	14	ORLEANS NORD	A10	17	BLOIS	6,3	9,8	15,9	19,7	4
A10	14	ORLEANS NORD	A40	5	BOURG NORD	45,9	68,8	109,8	147,2	25,4
A10	14	ORLEANS NORD	A40	7	BOURG SUD	47	70,9	113,5	151,7	26,4
A10	14	ORLEANS NORD	A71	7	BOURGES	12,8	20,5	32,1	41,6	7,8
A10	14	ORLEANS NORD	A31	9	BULGNEVILLE	40,1	59,4	95,8	128,3	21,5
A10	14	ORLEANS NORD	A6	25	CHALON NORD	39,5	58,8	94,2	125,4	21,3
A10	14	ORLEANS NORD	A6	26	CHALON SUD	39,5	58,8	94,2	125,7	21,3
A10	14	ORLEANS NORD	A4	27	CHALONS - LA VEUVE	38,3	56,8	94	121,8	20,6
A10	14	ORLEANS NORD	A26	22	CHARMONT	31,5	46,3	76	100,2	16,5
A10	14	ORLEANS NORD	A10	18	CHATEAU-RENAULT	8,8	14,1	21,4	28,1	5,5
A10	14	ORLEANS NORD	A4	20	CHATEAU-THIERRY	46,3	68,2	110,4	146,5	25,2
A10	14	ORLEANS NORD	A31	10	CHATENOIS	40,4	60,1	97,2	130	22
A10	14	ORLEANS NORD	A5	16	CHATILLON-LABORDE	28	40,9	66,7	87,6	14,6
A10	14	ORLEANS NORD	A5	24	CHAUMONT-SEMOUTIERS	33,7	49,7	81,4	108	17,8
A10	14	ORLEANS NORD	A39	6	CHOISEY	41,5	61,9	100,2	133,5	22,5
A10	14	ORLEANS NORD	A71	-	CLERMONT	29,6	46	72,9	97,9	17,5
A10	14	ORLEANS NORD	A4	29.1	CLERMONT EN ARGONNE	42	62,6	101,5	133,6	23,3
A10	14	ORLEANS NORD	A31	11	COLOMBEY-LES-BELLES	42,9	63,6	102,9	138,5	23,1
A10	14	ORLEANS NORD	A71	12.1	COMBRONDE	25,3	39	62,4	83,2	15,1
A10	14	ORLEANS NORD	A6	17	COURTENAY	21,1	30,2	50,4	64,6	10,3
A10	14	ORLEANS NORD	A39	-	CRIMOLOIS	40,3	59,8	97,6	129,1	22
A10	14	ORLEANS NORD	A311	-	DIJON SUD	39,7	59,2	95,4	126,8	21,4
A10	14	ORLEANS NORD	A31	4	DIJON-ARC SUR TILLE	41,1	61,4	98,8	131,4	22,3
A10	14	ORLEANS NORD	A36	2	DOLE	41,5	61,9	100,2	133,5	22,5
A10	14	ORLEANS NORD	A4	21	DORMANS	44	64,8	105,4	138,9	23,9
A10	14	ORLEANS NORD	A89	22	EGLETONS	38	59,2	89,7	122,8	22,9
A10	14	ORLEANS NORD	A40	11	ELOISE / ANNECY	56,9	86,5	138	185,7	32,2
A10	14	ORLEANS NORD	A4	23	EPERNAY	41,4	60,8	99,9	130,9	22,2
A10	14	ORLEANS NORD	A19	7	ESCRENNES	6,8	9,9	14,3	19	3,3
A10	14	ORLEANS NORD	A85	10	ESVRES	18,1	28,5	45	57	10,8
A10	14	ORLEANS NORD	A40	2	FEILLENS	43,5	65,7	105,7	141,2	24,1
A10	14	ORLEANS NORD	A6	-	FLEURY-EN-BIERE	26,5	38,8	63,4	82,3	13,5
A10	14	ORLEANS NORD	A6	15	FONTAINEBLEAU	24,3	35	58,1	74,6	12
A10	14	ORLEANS NORD	A19	5	FONTENAY SUR LOING	13,4	21,1	35,5	44,1	7
A10	14	ORLEANS NORD	A71	9	FORET DE TRONCAIS	18,3	29,2	45,7	60,3	11,3
A10	14	ORLEANS NORD	A5	17	FORGES	25,8	37,2	61,1	79,9	12,8
A10	14	ORLEANS NORD	A4	32	FRESNES EN WOEVRE	46,1	69,1	112	147,2	25,7
A10	14	ORLEANS NORD	A719	-	GANNAT	25,1	38,9	61,5	82,6	15
A10	14	ORLEANS NORD	A36	2.1	GENDREY	42,5	63,6	103,3	138,2	23,4
A10	14	ORLEANS NORD	A71	14	GERZAT	26,5	41,7	65,1	86,3	16,1
A10	14	ORLEANS NORD	A19	-	GONDREVILLE LA FRANCHE NORD	12,3	18,2	31,9	40,6	6,4
A10	14	ORLEANS NORD	A19	-	GONDREVILLE LA FRANCHE SUD	16,3	24,2	41,6	53,9	8,8
A10	14	ORLEANS NORD	A404	-	GROISSIAT	53	80	128,6	172,5	29,8
A10	14	ORLEANS NORD	A31	-	GYE	44,9	66,4	106,8	143,2	24,2
A10	14	ORLEANS NORD	A10	12	JANVILLE (ALLAINES)	3,1	4,9	7,4	9,8	2
A10	14	ORLEANS NORD	A4	33	JARNY	47,6	71,8	114,4	149,2	26,7
A10	14	ORLEANS NORD	A6	18	JOIGNY	22,5	32,3	53,5	68,9	11,1
A10	14	ORLEANS NORD	A36	6	L'ISLE-SUR-LE-DOUBS	48,6	73,1	117,6	157,6	26,9
A10	14	ORLEANS NORD	A432	-	LA BOISSE	53,9	81,5	130,4	175	30,4
A10	14	ORLEANS NORD	A42	5.1	LA BOISSE - MONTLUEL	51,9	77,8	122,5	163,8	29
A10	14	ORLEANS NORD	A432	-	LA COTIERE	52,5	78,8	126,2	167,7	29,5
A10	14	ORLEANS NORD	A404	9	LA CROIX-CHALON	51,4	77,6	124,9	167,5	28,8
A10	14	ORLEANS NORD	A71	3	LAMOTTE BEUVRON	5,1	7,7	12,4	16,2	3,4
A10	14	ORLEANS NORD	A31	7	LANGRES NORD	35,7	52,2	84,1	112,4	18,9
A10	14	ORLEANS NORD	A31	6	LANGRES SUD	36,3	53,5	86,4	114,8	19,5
A10	14	ORLEANS NORD	A39	9	LE MIROIR	46,6	69,8	113,1	150,8	25,8
