Code entrée	Gare d'entrée	Code Sortie	Gare de sortie	Distance	Classe 1	Classe 2	Classe 3	Classe 4	Classe 5
3085	RIVES	3093	SAINT MARCELLIN	52,00	5,70	8,80	12,90	18,00	3,00
3085	RIVES	3020	SEYNOD SUD	106,00	10,70	16,80	24,40	32,20	5,40
3085	RIVES	15018	ST MARTIN BELLEVUE A41 N	143,00	19,90	32,80	47,60	61,90	10,20
3085	RIVES	3015	ST MARTIN BELLEVUE A410	149,00	15,80	24,70	35,10	46,90	8,20
3085	RIVES	3001	ST QUENTIN FAL. BARRIERE	65,00	8,30	13,10	18,80	25,00	4,00
3085	RIVES	3002	ST QUENTIN FAL. BRETELLE	44,00	5,70	8,30	12,10	17,20	2,50
3085	RIVES	3095	TULLINS	28,00	3,20	5,00	7,00	10,00	1,50
3085	RIVES	3062	VILLEFONTAINE	40,00	5,00	7,20	10,80	13,60	2,10
3085	RIVES	3094	VINAY	42,00	4,70	6,90	10,20	14,40	2,10
3085	RIVES	3086	VOIRON	11,00	1,10	1,80	3,40	3,90	0,60
3085	RIVES	3087	VOREPPE BARRIERE	35,00	3,30	4,80	7,00	10,50	1,60
3011	RUMILLY	3007	AIGUEBELETTE	37,00	5,00	7,30	10,60	13,80	2,10
3011	RUMILLY	3010	AIX NORD	13,00	1,50	2,20	3,60	4,40	0,70
3011	RUMILLY	3009	AIX SUD	20,00	2,20	3,50	4,70	6,30	1,10
3011	RUMILLY	3014	ALLONZIER	25,00	3,00	4,40	6,50	8,30	1,30
3011	RUMILLY	3012	ANNECY CENTRE	13,00	1,50	2,30	4,10	5,10	0,70
3011	RUMILLY	3013	ANNECY NORD	18,00	2,10	3,20	4,60	6,30	1,00
3011	RUMILLY	3004	BOURGOIN	78,00	9,90	15,00	21,10	28,40	4,70
3011	RUMILLY	3008	CHAMBERY NORD	27,00	3,20	4,90	6,80	9,40	1,40
3011	RUMILLY	3091	CHATUZANGE BARRIERE	180,00	20,10	31,50	43,50	57,40	10,10
3011	RUMILLY	3003	ISLE D'ABEAU CENTRE	84,00	10,00	15,30	22,10	29,90	5,00
3011	RUMILLY	3092	LA BAUME D'HOSTUN	164,00	16,90	27,00	38,30	50,40	8,90
3011	RUMILLY	3005	LA TOUR DU PIN	69,00	8,80	13,10	18,90	25,80	4,20
3011	RUMILLY	3006	LES ABRETS	54,00	7,30	10,60	15,70	20,90	3,60
3011	RUMILLY	3083	MOIRANS NORD	114,00	11,60	18,70	26,50	34,60	5,90
3011	RUMILLY	3085	RIVES	99,00	10,10	15,90	23,20	30,90	5,10
3011	RUMILLY	3061	SAINT GENIX SUR GUIERS	50,00	6,30	9,70	13,80	19,60	3,20
3011	RUMILLY	3093	SAINT MARCELLIN	151,00	15,40	24,20	34,60	46,20	8,30
3011	RUMILLY	3020	SEYNOD SUD	7,00	0,80	1,20	1,50	2,30	0,40
3011	RUMILLY	15018	ST MARTIN BELLEVUE A41 N	44,00	10,10	17,40	25,90	32,20	5,20
3011	RUMILLY	3015	ST MARTIN BELLEVUE A410	50,00	5,70	9,00	12,90	17,80	3,00
3011	RUMILLY	3001	ST QUENTIN FAL. BARRIERE	115,00	13,90	21,60	32,00	42,00	6,90
3011	RUMILLY	3002	ST QUENTIN FAL. BRETELLE	94,00	11,00	17,20	25,30	35,20	5,40
3011	RUMILLY	3095	TULLINS	127,00	12,80	20,10	28,80	37,90	6,50
3011	RUMILLY	3062	VILLEFONTAINE	90,00	10,50	15,90	23,10	32,40	5,20
3011	RUMILLY	3094	VINAY	141,00	14,40	22,50	31,80	42,10	7,30
3011	RUMILLY	3086	VOIRON	110,00	11,00	17,60	24,80	33,10	5,60
3011	RUMILLY	3087	VOREPPE BARRIERE	134,00	13,50	21,30	29,80	39,20	6,80
3070	SAINT EXUPERY	3400	Système Ouvert	19,00	2,10	3,30	5,20	6,40	1,00
3061	SAINT GENIX SUR GUIERS	3007	AIGUEBELETTE	13,00	1,50	2,30	3,90	5,40	0,70
3061	SAINT GENIX SUR GUIERS	3010	AIX NORD	37,00	5,20	7,20	10,90	14,90	2,10
3061	SAINT GENIX SUR GUIERS	3009	AIX SUD	30,00	4,40	6,10	9,50	12,40	1,80
3061	SAINT GENIX SUR GUIERS	3014	ALLONZIER	75,00	9,60	14,00	19,40	27,40	4,50
3061	SAINT GENIX SUR GUIERS	3012	ANNECY CENTRE	63,00	8,20	12,10	17,20	23,70	4,10
3061	SAINT GENIX SUR GUIERS	3013	ANNECY NORD	68,00	8,80	13,10	18,70	25,50	4,20
3061	SAINT GENIX SUR GUIERS	3004	BOURGOIN	28,00	3,50	5,30	7,20	9,80	1,60
3061	SAINT GENIX SUR GUIERS	3008	CHAMBERY NORD	23,00	3,50	5,30	8,00	11,10	1,50
3061	SAINT GENIX SUR GUIERS	3091	CHATUZANGE BARRIERE	135,00	15,90	24,40	34,50	46,40	7,70
3061	SAINT GENIX SUR GUIERS	3003	ISLE D'ABEAU CENTRE	34,00	4,20	6,30	9,00	12,00	1,80
3061	SAINT GENIX SUR GUIERS	3092	LA BAUME D'HOSTUN	114,00	13,00	20,60	29,30	39,40	6,40
3061	SAINT GENIX SUR GUIERS	3005	LA TOUR DU PIN	19,00	2,10	3,50	5,10	6,40	1,10
3061	SAINT GENIX SUR GUIERS	3006	LES ABRETS	4,00	0,50	0,80	1,00	1,30	0,30
3061	SAINT GENIX SUR GUIERS	3083	MOIRANS NORD	64,00	7,20	11,50	17,10	22,80	3,80
3061	SAINT GENIX SUR GUIERS	3085	RIVES	49,00	5,70	8,90	13,20	17,50	2,60
3061	SAINT GENIX SUR GUIERS	3011	RUMILLY	50,00	6,30	9,70	13,80	19,60	3,20
3061	SAINT GENIX SUR GUIERS	3093	SAINT MARCELLIN	101,00	11,40	17,80	25,80	34,90	5,60
3061	SAINT GENIX SUR GUIERS	3020	SEYNOD SUD	57,00	6,80	10,80	15,50	21,40	3,50
3061	SAINT GENIX SUR GUIERS	15018	ST MARTIN BELLEVUE A41 N	94,00	16,70	27,00	38,80	51,30	8,40
3061	SAINT GENIX SUR GUIERS	3015	ST MARTIN BELLEVUE A410	100,00	12,70	19,00	27,10	36,80	6,10
3061	SAINT GENIX SUR GUIERS	3001	ST QUENTIN FAL. BARRIERE	65,00	8,30	12,40	18,40	24,20	4,10
3061	SAINT GENIX SUR GUIERS	3002	ST QUENTIN FAL. BRETELLE	44,00	5,50	8,20	11,60	16,00	2,40
3061	SAINT GENIX SUR GUIERS	3095	TULLINS	77,00	8,70	13,80	19,80	26,70	4,40
3061	SAINT GENIX SUR GUIERS	3062	VILLEFONTAINE	40,00	5,10	7,30	10,50	13,80	2,20
3061	SAINT GENIX SUR GUIERS	3094	VINAY	91,00	10,10	16,30	23,40	31,10	5,20
3061	SAINT GENIX SUR GUIERS	3086	VOIRON	60,00	6,60	10,70	15,80	20,80	3,50
3061	SAINT GENIX SUR GUIERS	3087	VOREPPE BARRIERE	84,00	9,10	14,50	20,70	27,70	4,60
3093	SAINT MARCELLIN	3007	AIGUEBELETTE	114,00	11,50	18,20	26,30	34,50	5,80
3093	SAINT MARCELLIN	3010	AIX NORD	138,00	14,10	23,10	32,80	42,90	7,30
3093	SAINT MARCELLIN	3009	AIX SUD	131,00	13,60	22,20	31,20	41,40	6,90
3093	SAINT MARCELLIN	3014	ALLONZIER	176,00	17,90	27,90	39,50	53,00	9,30
3093	SAINT MARCELLIN	3012	ANNECY CENTRE	164,00	16,90	26,70	37,40	49,20	8,80
3093	SAINT MARCELLIN	3013	ANNECY NORD	169,00	17,00	27,50	38,20	50,90	8,90
3093	SAINT MARCELLIN	3004	BOURGOIN	80,00	8,80	14,10	20,10	27,00	4,50
3093	SAINT MARCELLIN	3008	CHAMBERY NORD	124,00	13,50	20,50	30,20	39,70	6,50
3093	SAINT MARCELLIN	3091	CHATUZANGE BARRIERE	29,00	3,90	5,90	8,40	11,80	1,80
3093	SAINT MARCELLIN	3003	ISLE D'ABEAU CENTRE	86,00	9,60	15,10	21,60	28,70	4,70
3093	SAINT MARCELLIN	3092	LA BAUME D'HOSTUN	13,00	1,50	2,20	3,50	4,70	0,70
3093	SAINT MARCELLIN	3005	LA TOUR DU PIN	82,00	9,30	14,30	20,40	27,50	4,50
3093	SAINT MARCELLIN	3072	LA TOUR DU PIN EST	85,00	9,60	14,80	21,20	28,40	4,70
3093	SAINT MARCELLIN	3006	LES ABRETS	97,00	10,00	15,90	23,10	31,10	5,20
3093	SAINT MARCELLIN	3084	MOIRANS	37,00	4,00	6,50	8,80	12,50	1,90
3093	SAINT MARCELLIN	3085	RIVES	52,00	5,70	8,80	12,90	18,00	3,00
3093	SAINT MARCELLIN	3011	RUMILLY	151,00	15,40	24,20	34,60	46,20	8,30
3093	SAINT MARCELLIN	3061	SAINT GENIX SUR GUIERS	101,00	11,40	17,80	25,80	34,90	5,60
3093	SAINT MARCELLIN	3020	SEYNOD SUD	158,00	15,80	24,60	35,50	47,20	8,20
3093	SAINT MARCELLIN	15018	ST MARTIN BELLEVUE A41 N	195,00	25,00	40,90	58,90	76,90	13,20
3093	SAINT MARCELLIN	3015	ST MARTIN BELLEVUE A410	201,00	20,70	32,00	45,70	61,40	10,60
3093	SAINT MARCELLIN	3001	ST QUENTIN FAL. BARRIERE	117,00	13,30	20,30	29,10	37,70	6,60
3093	SAINT MARCELLIN	3002	ST QUENTIN FAL. BRETELLE	96,00	10,60	16,80	24,00	33,00	5,30
3093	SAINT MARCELLIN	3095	TULLINS	24,00	2,80	4,40	6,60	8,40	1,30
3093	SAINT MARCELLIN	3062	VILLEFONTAINE	92,00	10,30	15,90	22,90	30,70	5,10
3093	SAINT MARCELLIN	3094	VINAY	11,00	1,20	1,90	2,90	3,70	0,60
3093	SAINT MARCELLIN	3086	VOIRON	41,00	4,90	7,20	10,40	14,80	2,20
3093	SAINT MARCELLIN	3087	VOREPPE BARRIERE	50,00	5,40	7,70	11,30	15,80	2,70
3032	SAINT PIERRE D'ALBIGNY	3026	CHIGNIN BARRIERE	24,00	2,80	4,20	6,70	9,00	1,40
3032	SAINT PIERRE D'ALBIGNY	3025	CHIGNIN LES MARCHES	18,00	1,80	2,90	4,30	5,30	1,00
3032	SAINT PIERRE D'ALBIGNY	3021	CROLLES BARRIERE	54,00	6,00	9,30	13,40	17,90	2,80
3032	SAINT PIERRE D'ALBIGNY	3022	CROLLES BRIGNOUD	41,00	5,40	8,10	9,10	12,80	2,70
3032	SAINT PIERRE D'ALBIGNY	3023	LE TOUVET	30,00	3,40	5,20	7,50	9,90	1,50
3032	SAINT PIERRE D'ALBIGNY	3031	MONTMELIAN	11,00	1,20	1,80	2,30	3,30	0,70
3032	SAINT PIERRE D'ALBIGNY	3024	PONTCHARRA	21,00	2,30	3,60	5,30	7,00	1,10
3020	SEYNOD SUD	3007	AIGUEBELETTE	44,00	5,50	8,70	12,20	16,10	2,70
3020	SEYNOD SUD	3010	AIX NORD	20,00	2,20	3,40	4,90	6,50	1,10
3020	SEYNOD SUD	3009	AIX SUD	27,00	3,00	4,50	6,20	8,60	1,40
3020	SEYNOD SUD	3014	ALLONZIER	18,00	2,00	3,20	4,40	6,20	1,00
3020	SEYNOD SUD	3012	ANNECY CENTRE	6,00	0,70	1,10	1,50	2,00	0,40
3020	SEYNOD SUD	3013	ANNECY NORD	11,00	1,30	1,90	3,00	4,00	0,60
3020	SEYNOD SUD	3004	BOURGOIN	85,00	10,20	15,60	22,20	30,20	5,00
3020	SEYNOD SUD	3008	CHAMBERY NORD	34,00	3,90	6,00	8,80	12,10	1,90
3020	SEYNOD SUD	3091	CHATUZANGE BARRIERE	192,00	20,50	31,80	44,20	58,80	10,30
3020	SEYNOD SUD	3003	ISLE D'ABEAU CENTRE	91,00	10,70	16,40	23,70	32,30	5,20
3020	SEYNOD SUD	3092	LA BAUME D'HOSTUN	171,00	17,20	27,20	38,70	51,80	8,90
3020	SEYNOD SUD	3005	LA TOUR DU PIN	76,00	9,30	14,10	20,10	27,90	4,50
3020	SEYNOD SUD	3006	LES ABRETS	61,00	8,20	12,10	17,50	23,10	4,00
3020	SEYNOD SUD	3083	MOIRANS NORD	121,00	12,20	19,10	27,80	36,10	6,20
3020	SEYNOD SUD	3085	RIVES	106,00	10,70	16,80	24,40	32,20	5,40
3020	SEYNOD SUD	3011	RUMILLY	7,00	0,80	1,20	1,50	2,30	0,40
3020	SEYNOD SUD	3061	SAINT GENIX SUR GUIERS	57,00	6,80	10,80	15,50	21,40	3,50
3020	SEYNOD SUD	3093	SAINT MARCELLIN	158,00	15,80	24,60	35,50	47,20	8,20
3020	SEYNOD SUD	15018	ST MARTIN BELLEVUE A41 N	37,00	9,10	16,20	23,80	30,10	4,90
3020	SEYNOD SUD	3015	ST MARTIN BELLEVUE A410	43,00	4,90	7,60	11,10	14,90	2,30
3020	SEYNOD SUD	3001	ST QUENTIN FAL. BARRIERE	122,00	14,80	22,70	33,10	43,40	7,20
3020	SEYNOD SUD	3002	ST QUENTIN FAL. BRETELLE	101,00	11,70	18,20	26,90	36,20	5,70
3020	SEYNOD SUD	3095	TULLINS	134,00	13,70	21,00	30,00	39,90	6,80
3020	SEYNOD SUD	3062	VILLEFONTAINE	97,00	11,20	17,00	24,60	34,60	5,50
3020	SEYNOD SUD	3094	VINAY	148,00	14,70	22,90	32,80	43,40	7,60
3020	SEYNOD SUD	3086	VOIRON	117,00	11,50	17,80	26,10	34,80	5,80
3020	SEYNOD SUD	3087	VOREPPE BARRIERE	141,00	14,10	21,60	31,20	41,20	7,00
15018	ST MARTIN BELLEVUE A41 N	3007	AIGUEBELETTE	81,00	14,90	24,40	35,70	45,50	7,90
15018	ST MARTIN BELLEVUE A41 N	3010	AIX NORD	57,00	11,30	19,10	27,90	35,70	5,90
15018	ST MARTIN BELLEVUE A41 N	3009	AIX SUD	64,00	11,80	19,80	29,00	37,50	6,20
15018	ST MARTIN BELLEVUE A41 N	3012	ANNECY CENTRE	31,00	8,70	15,20	23,30	28,20	4,60
15018	ST MARTIN BELLEVUE A41 N	3013	ANNECY NORD	26,00	8,10	14,30	21,40	26,80	4,40
15018	ST MARTIN BELLEVUE A41 N	3004	BOURGOIN	122,00	19,20	31,10	45,40	59,60	9,90
15018	ST MARTIN BELLEVUE A41 N	3008	CHAMBERY NORD	71,00	13,30	22,50	32,70	41,60	6,90
15018	ST MARTIN BELLEVUE A41 N	3091	CHATUZANGE BARRIERE	224,00	30,00	48,40	69,00	89,60	15,70
15018	ST MARTIN BELLEVUE A41 N	3003	ISLE D'ABEAU CENTRE	128,00	20,00	32,40	47,90	61,40	10,10
15018	ST MARTIN BELLEVUE A41 N	3092	LA BAUME D'HOSTUN	208,00	26,40	43,40	62,50	82,00	13,90
15018	ST MARTIN BELLEVUE A41 N	3005	LA TOUR DU PIN	113,00	18,00	30,00	43,90	55,70	9,20
15018	ST MARTIN BELLEVUE A41 N	3006	LES ABRETS	98,00	17,10	28,20	40,60	53,20	8,70
15018	ST MARTIN BELLEVUE A41 N	3083	MOIRANS NORD	158,00	21,10	35,00	50,50	65,30	11,00
15018	ST MARTIN BELLEVUE A41 N	3085	RIVES	143,00	19,90	32,80	47,60	61,90	10,20
15018	ST MARTIN BELLEVUE A41 N	3011	RUMILLY	44,00	10,10	17,40	25,90	32,20	5,20
15018	ST MARTIN BELLEVUE A41 N	3061	SAINT GENIX SUR GUIERS	94,00	16,70	27,00	38,80	51,30	8,40
15018	ST MARTIN BELLEVUE A41 N	3093	SAINT MARCELLIN	195,00	25,00	40,90	58,90	76,90	13,20
15018	ST MARTIN BELLEVUE A41 N	3020	SEYNOD SUD	37,00	9,10	16,20	23,80	30,10	4,90
15018	ST MARTIN BELLEVUE A41 N	3001	ST QUENTIN FAL. BARRIERE	159,00	23,80	39,10	56,90	72,80	12,20
15018	ST MARTIN BELLEVUE A41 N	3002	ST QUENTIN FAL. BRETELLE	138,00	21,30	34,80	51,70	67,10	11,10
15018	ST MARTIN BELLEVUE A41 N	3095	TULLINS	171,00	22,50	36,70	53,10	68,70	11,70
15018	ST MARTIN BELLEVUE A41 N	3062	VILLEFONTAINE	134,00	20,70	33,70	49,30	64,60	10,60
15018	ST MARTIN BELLEVUE A41 N	3094	VINAY	185,00	23,70	38,90	56,20	72,80	12,50
15018	ST MARTIN BELLEVUE A41 N	3086	VOIRON	154,00	20,60	34,10	49,40	63,90	10,80
15018	ST MARTIN BELLEVUE A41 N	3087	VOREPPE BARRIERE	178,00	23,00	37,90	54,10	69,80	12,20
3015	ST MARTIN BELLEVUE A410	3007	AIGUEBELETTE	87,00	10,60	16,10	22,80	31,00	5,30
3015	ST MARTIN BELLEVUE A410	3010	AIX NORD	63,00	6,90	10,40	15,10	20,50	3,80
3015	ST MARTIN BELLEVUE A410	3009	AIX SUD	70,00	7,60	11,60	16,40	22,30	4,00
3015	ST MARTIN BELLEVUE A410	3012	ANNECY CENTRE	37,00	4,70	7,00	10,80	13,90	2,00
3015	ST MARTIN BELLEVUE A410	3013	ANNECY NORD	32,00	4,50	6,40	9,80	13,10	1,80
3015	ST MARTIN BELLEVUE A410	3004	BOURGOIN	128,00	15,10	22,80	32,00	44,40	7,60
3015	ST MARTIN BELLEVUE A410	3008	CHAMBERY NORD	77,00	9,70	14,80	20,60	28,80	4,70
3015	ST MARTIN BELLEVUE A410	3091	CHATUZANGE BARRIERE	230,00	26,90	40,30	55,20	75,90	13,30
3015	ST MARTIN BELLEVUE A410	3003	ISLE D'ABEAU CENTRE	134,00	15,80	24,70	35,40	47,30	7,80
3015	ST MARTIN BELLEVUE A410	3092	LA BAUME D'HOSTUN	214,00	22,00	34,80	49,20	67,00	11,20
3015	ST MARTIN BELLEVUE A410	3005	LA TOUR DU PIN	119,00	14,30	22,10	31,40	41,60	7,10
3015	ST MARTIN BELLEVUE A410	3006	LES ABRETS	104,00	13,50	19,70	28,90	38,00	6,30
3015	ST MARTIN BELLEVUE A410	3083	MOIRANS NORD	164,00	17,10	26,30	38,10	50,70	8,80
3015	ST MARTIN BELLEVUE A410	3085	RIVES	149,00	15,80	24,70	35,10	46,90	8,20
3015	ST MARTIN BELLEVUE A410	3011	RUMILLY	50,00	5,70	9,00	12,90	17,80	3,00
3015	ST MARTIN BELLEVUE A410	3061	SAINT GENIX SUR GUIERS	100,00	12,70	19,00	27,10	36,80	6,10
3015	ST MARTIN BELLEVUE A410	3093	SAINT MARCELLIN	201,00	20,70	32,00	45,70	61,40	10,60
3015	ST MARTIN BELLEVUE A410	3020	SEYNOD SUD	43,00	4,90	7,60	11,10	14,90	2,30
3015	ST MARTIN BELLEVUE A410	3001	ST QUENTIN FAL. BARRIERE	165,00	20,20	31,60	45,50	60,10	10,10
3015	ST MARTIN BELLEVUE A410	3002	ST QUENTIN FAL. BRETELLE	144,00	17,60	27,00	39,30	53,60	8,80
3015	ST MARTIN BELLEVUE A410	3095	TULLINS	177,00	18,00	27,60	39,30	53,00	9,30
3015	ST MARTIN BELLEVUE A410	3062	VILLEFONTAINE	140,00	16,50	25,30	36,30	48,20	8,50
3015	ST MARTIN BELLEVUE A410	3094	VINAY	191,00	19,00	29,60	42,30	57,30	10,00
3015	ST MARTIN BELLEVUE A410	3086	VOIRON	160,00	16,60	25,40	36,10	48,70	8,50
3015	ST MARTIN BELLEVUE A410	3087	VOREPPE BARRIERE	184,00	19,20	29,50	41,80	56,10	9,70
2056	ST MICHEL MAURIENNE BAR	3033	AITON	68,00	9,10	13,40	28,30	37,20	5,60
2056	ST MICHEL MAURIENNE BAR	3026	CHIGNIN BARRIERE	99,00	13,10	19,50	38,20	50,70	7,40
2056	ST MICHEL MAURIENNE BAR	3025	CHIGNIN LES MARCHES	93,00	11,70	17,60	34,10	45,60	7,00
2056	ST MICHEL MAURIENNE BAR	3021	CROLLES BARRIERE	129,00	16,40	24,70	44,70	60,00	9,40
2056	ST MICHEL MAURIENNE BAR	3022	CROLLES BRIGNOUD	116,00	15,70	23,50	40,30	54,00	9,00
2056	ST MICHEL MAURIENNE BAR	3023	LE TOUVET	105,00	13,30	20,10	38,20	50,10	7,60
2056	ST MICHEL MAURIENNE BAR	3031	MONTMELIAN	86,00	11,00	16,40	32,50	43,10	6,60
2056	ST MICHEL MAURIENNE BAR	3024	PONTCHARRA	96,00	12,90	18,90	36,10	47,90	7,20
2056	ST MICHEL MAURIENNE BAR	3034	STE HELENE BARRIERE	85,00	10,80	16,50	32,90	43,00	6,60
2054	ST MICHEL MAURIENNE ECH	3033	AITON	50,00	7,30	10,70	19,90	26,10	4,30
2054	ST MICHEL MAURIENNE ECH	3026	CHIGNIN BARRIERE	81,00	11,30	16,80	29,80	39,60	6,10
2054	ST MICHEL MAURIENNE ECH	3025	CHIGNIN LES MARCHES	75,00	9,90	14,90	25,70	34,50	5,70
2054	ST MICHEL MAURIENNE ECH	3021	CROLLES BARRIERE	111,00	14,60	22,00	36,30	48,90	8,10
2054	ST MICHEL MAURIENNE ECH	3022	CROLLES BRIGNOUD	98,00	13,90	20,80	31,90	42,90	7,70
2054	ST MICHEL MAURIENNE ECH	3023	LE TOUVET	87,00	11,50	17,40	29,80	39,00	6,30
2054	ST MICHEL MAURIENNE ECH	3031	MONTMELIAN	68,00	9,20	13,70	24,10	32,00	5,30
2054	ST MICHEL MAURIENNE ECH	3024	PONTCHARRA	78,00	11,10	16,20	27,70	36,80	5,90
2054	ST MICHEL MAURIENNE ECH	3034	STE HELENE BARRIERE	67,00	9,00	13,80	24,50	31,90	5,30
2050	ST PIERRE BELLEVILLE	3033	AITON	14,00	1,90	3,00	5,60	6,40	1,20
2050	ST PIERRE BELLEVILLE	3026	CHIGNIN BARRIERE	45,00	5,90	9,10	15,50	19,90	3,00
2050	ST PIERRE BELLEVILLE	3025	CHIGNIN LES MARCHES	39,00	4,50	7,20	11,40	14,80	2,60
2050	ST PIERRE BELLEVILLE	3021	CROLLES BARRIERE	75,00	9,20	14,30	22,00	29,20	5,00
2050	ST PIERRE BELLEVILLE	3022	CROLLES BRIGNOUD	62,00	8,50	13,10	17,60	23,20	4,60
2050	ST PIERRE BELLEVILLE	3023	LE TOUVET	51,00	6,10	9,70	15,50	19,30	3,20
2050	ST PIERRE BELLEVILLE	3031	MONTMELIAN	32,00	3,80	6,00	9,80	12,30	2,20
2050	ST PIERRE BELLEVILLE	3024	PONTCHARRA	42,00	5,70	8,50	13,40	17,10	2,80
2050	ST PIERRE BELLEVILLE	3034	STE HELENE BARRIERE	31,00	3,60	6,10	10,20	12,20	2,20
3001	ST QUENTIN FAL. BARRIERE	3007	AIGUEBELETTE	78,00	9,90	14,70	21,00	28,00	4,80
3001	ST QUENTIN FAL. BARRIERE	3010	AIX NORD	102,00	13,10	20,10	29,70	38,90	6,20
3001	ST QUENTIN FAL. BARRIERE	3009	AIX SUD	95,00	12,80	19,40	28,90	37,30	6,00
3001	ST QUENTIN FAL. BARRIERE	3014	ALLONZIER	140,00	16,70	26,10	37,50	48,90	8,30
3001	ST QUENTIN FAL. BARRIERE	3012	ANNECY CENTRE	128,00	15,90	24,60	36,00	46,90	7,80
3001	ST QUENTIN FAL. BARRIERE	3013	ANNECY NORD	133,00	16,50	25,10	36,70	47,40	7,90
3001	ST QUENTIN FAL. BARRIERE	3004	BOURGOIN	37,00	4,00	6,10	8,40	12,00	1,90
3001	ST QUENTIN FAL. BARRIERE	3008	CHAMBERY NORD	88,00	12,20	19,40	28,80	37,20	5,80
3001	ST QUENTIN FAL. BARRIERE	3091	CHATUZANGE BARRIERE	146,00	17,10	26,00	37,00	49,60	8,50
3001	ST QUENTIN FAL. BARRIERE	3003	ISLE D'ABEAU CENTRE	31,00	3,40	5,40	7,60	10,40	1,60
3001	ST QUENTIN FAL. BARRIERE	3092	LA BAUME D'HOSTUN	130,00	14,40	22,60	32,40	43,20	7,00
3001	ST QUENTIN FAL. BARRIERE	3005	LA TOUR DU PIN	46,00	6,00	9,70	13,80	17,30	3,00
3001	ST QUENTIN FAL. BARRIERE	3072	LA TOUR DU PIN EST	49,00	6,40	10,00	14,40	18,50	3,10
3001	ST QUENTIN FAL. BARRIERE	3006	LES ABRETS	61,00	8,00	12,00	17,90	22,30	3,90
3001	ST QUENTIN FAL. BARRIERE	3083	MOIRANS NORD	80,00	10,40	16,40	23,20	31,10	5,20
3001	ST QUENTIN FAL. BARRIERE	3085	RIVES	65,00	8,30	13,10	18,80	25,00	4,00
3001	ST QUENTIN FAL. BARRIERE	3011	RUMILLY	115,00	13,90	21,60	32,00	42,00	6,90
3001	ST QUENTIN FAL. BARRIERE	3061	SAINT GENIX SUR GUIERS	65,00	8,30	12,40	18,40	24,20	4,10
3001	ST QUENTIN FAL. BARRIERE	3093	SAINT MARCELLIN	117,00	13,30	20,30	29,10	37,70	6,60
3001	ST QUENTIN FAL. BARRIERE	3020	SEYNOD SUD	122,00	14,80	22,70	33,10	43,40	7,20
3001	ST QUENTIN FAL. BARRIERE	15018	ST MARTIN BELLEVUE A41 N	159,00	23,80	39,10	56,90	72,80	12,20
3001	ST QUENTIN FAL. BARRIERE	3015	ST MARTIN BELLEVUE A410	165,00	20,20	31,60	45,50	60,10	10,10
3001	ST QUENTIN FAL. BARRIERE	3095	TULLINS	93,00	10,60	16,30	23,30	29,80	5,40
3001	ST QUENTIN FAL. BARRIERE	3062	VILLEFONTAINE	25,00	2,70	4,20	5,80	7,60	1,30
3001	ST QUENTIN FAL. BARRIERE	3094	VINAY	107,00	12,10	18,40	26,60	35,00	5,90
3001	ST QUENTIN FAL. BARRIERE	3086	VOIRON	76,00	9,80	14,50	20,70	27,50	4,90
3001	ST QUENTIN FAL. BARRIERE	3087	VOREPPE BARRIERE	100,00	12,20	19,80	27,40	36,60	6,10
3002	ST QUENTIN FAL. BRETELLE	3007	AIGUEBELETTE	57,00	6,70	10,40	15,10	19,90	3,30
3002	ST QUENTIN FAL. BRETELLE	3010	AIX NORD	81,00	9,90	15,40	22,80	30,70	4,90
3002	ST QUENTIN FAL. BRETELLE	3009	AIX SUD	74,00	9,50	14,90	21,70	29,60	4,70
3002	ST QUENTIN FAL. BRETELLE	3014	ALLONZIER	119,00	14,20	21,80	32,30	43,20	7,20
3002	ST QUENTIN FAL. BRETELLE	3012	ANNECY CENTRE	107,00	12,80	20,10	29,50	39,80	6,50
3002	ST QUENTIN FAL. BRETELLE	3013	ANNECY NORD	112,00	13,50	20,90	30,30	41,30	6,70
3002	ST QUENTIN FAL. BRETELLE	3004	BOURGOIN	16,00	1,60	2,90	4,60	6,20	0,80
3002	ST QUENTIN FAL. BRETELLE	3008	CHAMBERY NORD	67,00	9,40	14,70	21,60	29,00	4,50
3002	ST QUENTIN FAL. BRETELLE	3091	CHATUZANGE BARRIERE	125,00	15,00	23,00	33,20	44,70	7,50
3002	ST QUENTIN FAL. BRETELLE	3003	ISLE D'ABEAU CENTRE	10,00	1,00	1,60	3,20	4,30	0,50
3002	ST QUENTIN FAL. BRETELLE	3092	LA BAUME D'HOSTUN	109,00	12,20	19,00	27,30	38,40	6,10
3002	ST QUENTIN FAL. BRETELLE	3005	LA TOUR DU PIN	25,00	3,50	5,40	7,90	9,70	1,50
3002	ST QUENTIN FAL. BRETELLE	3072	LA TOUR DU PIN EST	28,00	3,60	5,90	8,40	10,80	1,70
3002	ST QUENTIN FAL. BRETELLE	3006	LES ABRETS	40,00	5,20	7,30	11,20	14,40	2,40
3002	ST QUENTIN FAL. BRETELLE	3083	MOIRANS NORD	59,00	7,80	12,00	17,60	22,90	3,90
3002	ST QUENTIN FAL. BRETELLE	3085	RIVES	44,00	5,70	8,30	12,10	17,20	2,50
3002	ST QUENTIN FAL. BRETELLE	3011	RUMILLY	94,00	11,00	17,20	25,30	35,20	5,40
